Size, Saturation, Time
2; 30; 0.0000185966
4; 30; 0.0000088215
8; 30; 0.0000164509
16; 30; 0.0000021458
32; 30; 0.0000014305
64; 30; 0.0000014305
128; 30; 0.0000019073
256; 30; 0.0000033379
512; 30; 0.0000019073
1024; 30; 0.0000040531
2048; 30; 0.0000104904
4096; 30; 0.0000047684
8192; 30; 0.0000040531
16384; 30; 0.0000038147
